*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 14:28:52

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0119 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT   SW1D   SW2D   SW3D   SW4D   SW5D   SW6D   SW7D   SW8D   SW9D   SW10
 1987 184     0   130      0      0     13     0     0   125  0.552  0.437  0.394  0.335  0.375  0.419  0.408  0.395  0.000  0.000
 1987 185     1   127      0      0     13     0     0   125  0.462  0.452  0.395  0.335  0.376  0.418  0.408  0.395  0.000  0.000
 1987 186     2   125      0      0     13     0     0   125  0.406  0.451  0.397  0.336  0.376  0.418  0.408  0.395  0.000  0.000
 1987 187     3   156      0      0     13     1    34   125  0.517  0.563  0.494  0.336  0.377  0.417  0.408  0.395  0.000  0.000
 1987 188     4   154      0      0     13     1    34   125  0.507  0.535  0.503  0.339  0.377  0.417  0.408  0.395  0.000  0.000
 1987 189     5   153      0      0     13     1    34   125  0.493  0.521  0.503  0.342  0.378  0.416  0.408  0.395  0.000  0.000
 1987 190     6   152      0      0     13     1    34   125  0.493  0.511  0.501  0.345  0.378  0.416  0.408  0.395  0.000  0.000
 1987 191     7   149      0      0     13     1    34   125  0.452  0.506  0.500  0.348  0.378  0.415  0.408  0.395  0.000  0.000
 1987 192     8   184      0      0     49     1    34   125  0.561  0.560  0.565  0.441  0.379  0.415  0.408  0.395  0.000  0.000
 1987 193     9   182      0      0     49     1    34   125  0.513  0.553  0.556  0.439  0.398  0.415  0.408  0.395  0.000  0.000
 1987 194    10   181      0      0     49     1    34   125  0.520  0.537  0.550  0.438  0.408  0.414  0.408  0.395  0.000  0.000
 1987 195    11   179      0      0     49     1    34   125  0.502  0.533  0.545  0.437  0.412  0.414  0.407  0.395  0.000  0.000
 1987 196    12   178      0      0     49     1    34   125  0.488  0.527  0.541  0.436  0.413  0.414  0.407  0.395  0.000  0.000
 1987 197    13   176      0      0     49     1    34   125  0.483  0.522  0.537  0.435  0.414  0.414  0.407  0.395  0.000  0.000
 1987 198    14   175      0      0     49     1    34   125  0.488  0.517  0.534  0.435  0.415  0.414  0.407  0.395  0.000  0.000
 1987 199    15   174      0      0     49     1    34   125  0.475  0.515  0.531  0.434  0.416  0.414  0.407  0.395  0.000  0.000
 1987 200    16   173      0      0     49     1    34   125  0.472  0.510  0.528  0.433  0.417  0.414  0.407  0.395  0.000  0.000
 1987 201    17   172      0      0     49     1    34   125  0.471  0.507  0.525  0.432  0.417  0.414  0.407  0.395  0.000  0.000
 1987 202    18   171      0      0     49     1    34   125  0.470  0.504  0.523  0.431  0.418  0.414  0.407  0.395  0.000  0.000
 1987 203    19   170      0      0     49     1    34   125  0.469  0.501  0.520  0.430  0.418  0.414  0.407  0.395  0.000  0.000
 1987 204    20   182      0      0     61     1    34   125  0.563  0.558  0.526  0.429  0.418  0.414  0.407  0.395  0.000  0.000
 1987 205    21   191      0      0     72     1    34   125  0.541  0.564  0.570  0.446  0.424  0.414  0.407  0.395  0.000  0.000
 1987 206    22   189      0      0     72     1    34   125  0.503  0.555  0.559  0.443  0.431  0.419  0.408  0.395  0.000  0.000
 1987 207    23   201      0      0     85     1    34   125  0.569  0.559  0.568  0.469  0.444  0.422  0.411  0.395  0.000  0.000
 1987 208    24   208      0      1     93     1    34   125  0.548  0.568  0.568  0.470  0.460  0.430  0.417  0.399  0.000  0.000
 1987 209    25   197      0      9     93     1    34   125  0.498  0.557  0.557  0.457  0.449  0.426  0.414  0.397  0.000  0.000
 1987 210    26   191      0     14     93     1    34   125  0.514  0.535  0.551  0.449  0.442  0.423  0.411  0.397  0.000  0.000
 1987 211    27   202      0     15    107     1    34   125  0.528  0.564  0.565  0.467  0.449  0.425  0.414  0.399  0.000  0.000
 1987 212    28   194      0     21    107     1    34   125  0.505  0.548  0.556  0.455  0.442  0.423  0.412  0.397  0.000  0.000
 1987 213    29   188      0     25    107     1    34   125  0.485  0.533  0.549  0.448  0.437  0.421  0.410  0.397  0.000  0.000
 1987 214    30   183      0     26    107     1    34   125  0.462  0.524  0.542  0.444  0.435  0.421  0.410  0.397  0.000  0.000
 1987 215    31   181      0     27    107     1    34   125  0.464  0.516  0.537  0.441  0.433  0.421  0.410  0.397  0.000  0.000
 1987 216    32   180      0     27    107     1    34   125  0.465  0.511  0.533  0.439  0.433  0.421  0.410  0.397  0.000  0.000
 1987 217    33   192      0     27    120     1    34   125  0.568  0.565  0.542  0.439  0.433  0.422  0.410  0.397  0.000  0.000
 1987 218    34   198      0     27    127     1    34   125  0.551  0.568  0.568  0.451  0.438  0.422  0.411  0.398  0.000  0.000
 1987 219    35   211      0     28    143     1    34   125  0.532  0.568  0.568  0.470  0.460  0.438  0.423  0.403  0.000  0.000
 1987 220    36   200      0     38    143     1    34   125  0.513  0.552  0.557  0.457  0.449  0.431  0.417  0.400  0.000  0.000
 1987 221    37   191      0     44    143     1    34   125  0.489  0.536  0.551  0.449  0.442  0.426  0.413  0.398  0.000  0.000
 1987 222    38   187      0     47    143     1    34   125  0.502  0.526  0.543  0.445  0.437  0.423  0.411  0.398  0.000  0.000
 1987 223    39   183      0     49    143     1    34   125  0.472  0.523  0.539  0.442  0.435  0.422  0.410  0.398  0.000  0.000
 1987 224    40   190      0     49    151     1    34   125  0.566  0.547  0.540  0.440  0.434  0.421  0.411  0.398  0.000  0.000
 1987 225    41   189      0     50    151     1    34   125  0.537  0.544  0.542  0.440  0.433  0.421  0.411  0.398  0.000  0.000
 1987 226    42   197      0     50    162     1    34   125  0.541  0.565  0.567  0.450  0.437  0.422  0.411  0.398  0.000  0.000
 1987 227    43   204      0     51    171     1    34   125  0.541  0.567  0.568  0.470  0.452  0.425  0.414  0.399  0.000  0.000
 1987 228    44   194      0     58    171     1    34   125  0.484  0.555  0.557  0.457  0.444  0.422  0.411  0.398  0.000  0.000
 1987 229    45   189      0     62    171     1    34   125  0.506  0.531  0.549  0.449  0.439  0.421  0.410  0.398  0.000  0.000
 1987 230    46   188      0     62    171     1    34   125  0.507  0.527  0.543  0.447  0.439  0.422  0.411  0.398  0.000  0.000
 1987 231    47   185      0     63    171     1    34   125  0.492  0.525  0.539  0.443  0.436  0.422  0.410  0.398  0.000  0.000
 1987 232    48   183      0     64    171     1    34   125  0.482  0.520  0.535  0.440  0.434  0.422  0.410  0.398  0.000  0.000
 1987 233    49   181      0     64    171     1    34   125  0.479  0.515  0.532  0.440  0.434  0.422  0.410  0.398  0.000  0.000
 1987 234    50   180      0     64    171     1    34   125  0.470  0.510  0.528  0.439  0.434  0.422  0.410  0.398  0.000  0.000
 1987 235    51   178      0     64    171     1    34   125  0.466  0.505  0.525  0.438  0.434  0.422  0.410  0.398  0.000  0.000
 1987 236    52   177      0     64    171     1    34   125  0.464  0.502  0.522  0.436  0.434  0.422  0.410  0.398  0.000  0.000
 1987 237    53   176      0     64    171     1    34   125  0.462  0.498  0.519  0.435  0.434  0.422  0.410  0.398  0.000  0.000
 1987 238    54   175      0     64    171     1    34   125  0.460  0.494  0.515  0.434  0.433  0.422  0.410  0.398  0.000  0.000
 1987 239    55   174      0     64    171     1    34   125  0.458  0.491  0.513  0.433  0.433  0.422  0.410  0.398  0.000  0.000
 1987 240    56   208      0     64    207     1    34   125  0.559  0.566  0.566  0.469  0.460  0.431  0.417  0.400  0.000  0.000
 1987 241    57   223      1     85    243     1    34   125  0.550  0.567  0.567  0.470  0.460  0.447  0.439  0.432  0.000  0.000
 1987 242    58   205      1     99    243     1    34   125  0.490  0.555  0.555  0.457  0.449  0.436  0.427  0.417  0.000  0.000
 1987 243    59   193      1    108    243     1    34   125  0.473  0.531  0.546  0.449  0.442  0.429  0.419  0.408  0.000  0.000
 1987 244    60   186      1    112    243     1    34   125  0.466  0.520  0.539  0.445  0.437  0.425  0.415  0.403  0.000  0.000
 1987 245    61   183      1    115    243     1    34   125  0.474  0.513  0.534  0.441  0.435  0.423  0.412  0.400  0.000  0.000
 1987 246    62   179      1    116    243     1    34   125  0.461  0.508  0.528  0.439  0.433  0.421  0.410  0.398  0.000  0.000
 1987 247    63   177      1    116    243     1    34   125  0.457  0.502  0.522  0.438  0.433  0.421  0.410  0.398  0.000  0.000
 1987 248    64   176      1    116    243     1    34   125  0.455  0.498  0.519  0.436  0.433  0.421  0.410  0.398  0.000  0.000
 1987 249    65   174      1    116    243     1    34   125  0.453  0.494  0.515  0.435  0.433  0.421  0.410  0.398  0.000  0.000
 1987 250    66   173      1    116    243     1    34   125  0.451  0.490  0.512  0.433  0.433  0.421  0.410  0.398  0.000  0.000
