*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:59

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0134 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 1987 215     3     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 216     4     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 217     5     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 218     6     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 219     7     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 220     8     5    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 221     9     6    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 222    10     7    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 223    11     8    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 224    12     9    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 225    13    10    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 226    14    11    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 227    15    12    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 228    16    13    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 229    17    14    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 230    18    15    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 231    19    16    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1987 232    20    17    1.2    0.0    1.2   0.00   4.40    0.0    0.6    0.6    4.4   4.40   0.00    0.00    0.00
 1987 233    21    18    1.3    0.0    1.3   0.00   4.56    0.2    0.6    0.6    4.6   4.56   1.07    0.00    0.00
 1987 234    22    19    1.3    0.0    1.3   0.00   4.56    0.2    0.6    0.6    4.6   4.56   1.06    0.00    0.00
 1987 235    23    20    1.3    0.0    1.3   0.00   4.56    0.2    0.6    0.6    4.6   4.56   1.05    0.00    0.00
 1987 236    24    21    1.3    0.0    1.3   0.00   4.56    0.2    0.6    0.6    4.6   4.56   1.03    0.00    0.00
 1987 237    25    22    1.3    0.0    1.3   0.00   4.56    0.2    0.6    0.6    4.6   4.56   0.99    0.00    0.00
 1987 238    26    23    1.3    0.0    1.3   0.00   4.48    0.2    0.6    0.6    4.5   4.48   1.13    0.00    0.00
 1987 239    27    24    1.2    0.0    1.2   0.00   4.46    0.2    0.6    0.6    4.5   4.46   1.13    0.00    0.00
 1987 240    28    25    1.2    0.0    1.2   0.00   4.46    0.2    0.6    0.6    4.5   4.46   1.10    0.00    0.00
 1987 241    29    26    1.2    0.0    1.2   0.00   4.46    0.2    0.6    0.6    4.5   4.46   1.08    0.00    0.00
 1987 242    30    27    1.2    0.0    1.2   0.00   4.43    0.2    0.6    0.6    4.4   4.43   1.26    0.00    0.00
 1987 243    31    28    1.2    0.0    1.2   0.00   4.42    0.3    0.6    0.6    4.4   4.42   1.25    0.00    0.00
 1987 244    32    29    1.2    0.0    1.2   0.00   4.42    0.3    0.6    0.6    4.4   4.42   1.19    0.00    0.00
 1987 245    33    30    1.2    0.0    1.2   0.00   4.42    0.3    0.6    0.6    4.4   4.42   1.17    0.00    0.00
 1987 246    34    31    1.2    0.0    1.2   0.00   4.39    0.3    0.6    0.6    4.4   4.39   1.22    0.00    0.01
 1987 247    35    32    1.2    0.0    1.2   0.00   4.38    0.3    0.6    0.6    4.4   4.38   1.25    0.00    0.01
 1987 248    36    33    1.2    0.0    1.2   0.00   4.38    0.3    0.6    0.6    4.4   4.38   1.20    0.00    0.01
 1987 249    37    34    1.2    0.0    1.2   0.00   4.37    0.3    0.6    0.6    4.4   4.37   1.22    0.00    0.01
 1987 250    38    35    1.2    0.0    1.2   0.00   4.36    0.3    0.6    0.6    4.4   4.36   1.16    0.00    0.01
 1987 251    39    36    1.2    0.0    1.2   0.00   4.34    0.3    0.6    0.6    4.3   4.34   1.12    0.00    0.01
