*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 15, 2016; 16:22:36

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0213 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 1990 227     3     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 228     4     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 229     5     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 230     6     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 231     7     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 232     8     5    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 233     9     6    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 234    10     7    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 235    11     8    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 236    12     9    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 237    13    10    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 1990 238    14    11    1.2    0.0    1.2   0.00   4.40    0.0    0.6    0.6    4.4   4.40   0.00    0.00    0.00
 1990 239    15    12    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.08    0.00    0.00
 1990 240    16    13    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.15    0.00    0.00
 1990 241    17    14    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.14    0.00    0.00
 1990 242    18    15    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.13    0.00    0.00
 1990 243    19    16    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.13    0.00    0.00
 1990 244    20    17    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.13    0.00    0.00
 1990 245    21    18    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.13    0.00    0.00
 1990 246    22    19    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.13    0.00    0.00
 1990 247    23    20    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.13    0.00    0.00
 1990 248    24    21    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.13    0.00    0.00
 1990 249    25    22    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.12    0.00    0.00
 1990 250    26    23    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.11    0.00    0.00
 1990 251    27    24    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   1.09    0.00    0.00
 1990 252    28    25    1.3    0.0    1.3   0.00   4.54    0.2    0.6    0.6    4.5   4.54   0.99    0.00    0.00
 1990 253    29    26    1.2    0.0    1.2   0.00   4.38    0.2    0.6    0.6    4.4   4.38   1.16    0.00    0.00
 1990 254    30    27    1.2    0.0    1.2   0.00   4.36    0.2    0.6    0.6    4.4   4.36   1.18    0.00    0.00
 1990 255    31    28    1.2    0.0    1.2   0.00   4.35    0.3    0.6    0.6    4.4   4.35   1.43    0.00    0.00
 1990 256    32    29    1.2    0.0    1.2   0.00   4.35    0.4    0.6    0.6    4.3   4.35   1.51    0.00    0.01
 1990 257    33    30    1.2    0.0    1.2   0.00   4.34    0.4    0.6    0.6    4.3   4.34   1.44    0.00    0.01
 1990 258    34    31    1.2    0.0    1.2   0.00   4.21    0.4    0.6    0.6    4.2   4.21   1.28    0.00    0.01
 1990 259    35    32    1.2    0.0    1.2   0.00   3.79    0.4    0.7    0.5    3.8   3.79   1.14    0.00    0.01
 1990 260    36    33    1.4    0.0    1.4   0.00   3.87    0.6    0.9    0.5    3.9   3.87   1.12    0.00    0.01
 1990 261    37    34    1.6    0.0    1.6   0.00   3.84    0.7    1.0    0.5    3.8   3.84   1.12    0.00    0.01
 1990 262    38    35    1.7    0.0    1.7   0.00   3.86    1.0    1.2    0.5    3.9   3.86   1.20    0.00    0.02
 1990 263    39    36    1.9    0.0    1.9   0.00   3.81    1.1    1.4    0.5    3.8   3.81   1.10    0.00    0.02
