*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 11, 2016; 20:13:27

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0148 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS   SRAA   TMXA   TMNA   EOAA   ETAA   EPAA   ESAA   EFAD   ETAC   EPAC   ESAC   EFAC
 1990 220     0  12.90  25.00  12.80  3.127  2.370  0.000  2.370  0.000    2.4    0.0    2.4    0.0
 1990 221     1  14.70  20.50  10.30  3.295  1.600  0.000  1.600  0.000    4.0    0.0    4.0    0.0
 1990 222     2  15.10  22.30   8.90  3.423  1.489  0.000  1.489  0.000    5.5    0.0    5.5    0.0
 1990 223     3  15.40  28.00  11.90  3.842  3.842  0.000  3.842  0.000    9.3    0.0    9.3    0.0
 1990 224     4  15.30  28.40  12.10  3.842  3.168  0.000  3.168  0.000   12.5    0.0   12.5    0.0
 1990 225     5  14.50  28.00  12.80  3.644  2.632  0.000  2.632  0.000   15.1    0.0   15.1    0.0
 1990 226     6   5.20  25.80  14.90  1.294  1.294  0.000  1.294  0.000   16.4    0.0   16.4    0.0
 1990 227     7   7.50  15.80  10.50  1.580  1.580  0.000  1.580  0.000   18.0    0.0   18.0    0.0
 1990 228     8  14.80  18.90   8.50  3.195  3.195  0.000  3.195  0.000   21.2    0.0   21.2    0.0
 1990 229     9  16.80  21.40   7.70  3.724  2.725  0.000  2.725  0.000   23.9    0.0   23.9    0.0
 1990 230    10  16.20  20.80   6.00  3.508  2.308  0.000  2.308  0.000   26.2    0.0   26.2    0.0
 1990 231    11  12.80  20.80  10.40  2.883  1.364  0.000  1.364  0.000   27.6    0.0   27.6    0.0
 1990 232    12  17.30  21.00  10.30  3.903  1.073  0.000  1.073  0.000   28.6    0.0   28.6    0.0
 1990 233    13  14.80  20.90   6.70  3.229  0.919  0.005  0.914  0.000   29.6    0.0   29.6    0.0
 1990 234    14  13.00  18.40   8.30  2.781  0.817  0.007  0.810  0.000   30.4    0.0   30.4    0.0
 1990 235    15  17.00  15.60   4.40  3.364  0.746  0.011  0.735  0.000   31.1    0.0   31.1    0.0
 1990 236    16  11.20  18.10   3.70  2.284  0.686  0.008  0.677  0.000   31.8    0.0   31.8    0.0
 1990 237    17  13.00  24.60   9.60  3.052  0.644  0.012  0.632  0.000   32.5    0.0   32.4    0.0
 1990 238    18  16.40  25.50  11.70  3.961  0.617  0.023  0.594  0.000   33.1    0.1   33.0    0.0
 1990 239    19   6.80  17.60   5.50  1.400  1.400  0.011  1.388  0.000   34.5    0.1   34.4    0.0
 1990 240    20  18.80   9.70   2.00  3.300  3.300  0.029  3.271  0.000   37.8    0.1   37.7    0.0
 1990 241    21  17.80  14.60  -1.20  3.271  3.064  0.024  3.040  0.000   40.8    0.1   40.7    0.0
 1990 242    22  16.80  21.80   2.90  3.583  3.216  0.013  3.203  0.000   44.0    0.1   43.9    0.0
 1990 243    23   5.50  11.80   5.50  1.038  1.038  0.005  1.034  0.000   45.1    0.1   44.9    0.0
 1990 244    24  10.70  10.20   0.80  1.870  1.870  0.009  1.862  0.000   47.0    0.2   46.8    0.0
 1990 245    25  17.70  11.60  -2.30  3.059  1.487  0.010  1.477  0.000   48.4    0.2   48.3    0.0
 1990 246    26  19.80  16.80   2.50  3.916  1.128  0.004  1.124  0.000   49.6    0.2   49.4    0.0
 1990 247    27   5.60  16.40   7.10  1.152  0.947  0.002  0.945  0.000   50.5    0.2   50.3    0.0
 1990 248    28   6.00  18.60  13.40  1.347  0.834  0.003  0.831  0.000   51.4    0.2   51.2    0.0
 1990 249    29   5.70  15.40  13.40  1.225  0.810  0.010  0.800  0.000   52.2    0.2   52.0    0.0
 1990 250    30   5.80  15.90  12.80  1.247  0.920  0.016  0.904  0.000   53.1    0.2   52.9    0.0
 1990 251    31   5.80  14.30  10.30  1.190  1.190  0.021  1.169  0.000   54.3    0.2   54.1    0.0
 1990 252    32  19.70  23.50   7.80  4.479  4.479  0.096  4.383  0.000   58.8    0.3   58.4    0.0
 1990 253    33  15.20  27.50  11.60  3.745  2.468  0.105  2.363  0.000   61.2    0.4   60.8    0.0
 1990 254    34   9.60  23.10  10.70  2.220  2.220  0.089  2.131  0.000   63.4    0.5   62.9    0.0
 1990 255    35  17.10  13.80   5.20  3.297  3.297  0.161  3.136  0.000   66.7    0.7   66.1    0.0
 1990 256    36  18.80  11.80   2.70  3.422  2.415  0.173  2.242  0.000   69.2    0.8   68.3    0.0
 1990 257    37  20.40  14.20   0.50  3.771  2.476  0.174  2.302  0.000   71.6    1.0   70.6    0.0
 1990 258    38  21.40  18.40   3.40  4.350  1.510  0.147  1.363  0.000   73.1    1.2   72.0    0.0
 1990 259    39  17.80  21.60   7.90  3.942  1.215  0.142  1.072  0.000   74.4    1.3   73.0    0.0
 1990 260    40  10.60  17.70  10.60  2.279  1.018  0.104  0.914  0.000   75.4    1.4   74.0    0.0
 1990 261    41   9.30  17.90  11.00  2.010  2.010  0.108  1.902  0.000   77.4    1.5   75.9    0.0
 1990 262    42  13.80  17.70  10.00  2.943  2.943  0.184  2.759  0.000   80.3    1.7   78.6    0.0
 1990 263    43   6.40  17.90  13.30  1.408  1.408  0.100  1.308  0.000   81.7    1.8   79.9    0.0
 1990 264    44   6.40  20.50  15.80  1.486  0.952  0.120  0.832  0.000   82.7    1.9   80.8    0.0
 1990 265    45  20.10  18.60   9.20  4.287  3.199  0.409  2.790  0.000   85.9    2.3   83.5    0.0
 1990 266    46  18.60  13.50   5.40  3.547  1.799  0.376  1.424  0.000   87.7    2.7   85.0    0.0
 1990 267    47  22.30  15.00   3.20  4.253  1.564  0.463  1.101  0.000   89.2    3.2   86.1    0.0
 1990 268    48  23.20  16.30   3.10  4.511  1.403  0.472  0.931  0.000   90.7    3.6   87.0    0.0
 1990 269    49  23.40  20.50   5.10  4.930  1.319  0.498  0.821  0.000   92.0    4.1   87.8    0.0
 1990 270    50  21.30  24.00   8.90  4.854  1.284  0.541  0.743  0.000   93.3    4.7   88.6    0.0
 1990 271    51   6.80  21.70  12.20  1.544  0.884  0.200  0.684  0.000   94.1    4.9   89.3    0.0
 1990 272    52  19.30  22.00  11.30  4.353  1.278  0.641  0.637  0.000   95.4    5.5   89.9    0.0
 1990 273    53  19.30  25.20   8.90  4.429  1.335  0.737  0.599  0.000   96.8    6.3   90.5    0.0
 1990 274    54  21.70  28.10  12.90  5.312  1.565  0.998  0.566  0.000   98.3    7.3   91.1    0.0
 1990 275    55  24.20  24.00  11.90  5.566  1.756  1.217  0.539  0.000  100.1    8.5   91.6    0.0
 1990 276    56  21.80  26.60  13.30  5.214  1.788  1.273  0.515  0.000  101.9    9.8   92.1    0.0
 1990 277    57  17.90  30.10  17.50  4.582  1.756  1.262  0.494  0.000  103.6   11.0   92.6    0.0
 1990 278    58   7.10  19.10  17.30  1.581  0.986  0.511  0.475  0.000  104.6   11.5   93.1    0.0
 1990 279    59   9.40  22.70  17.20  2.178  2.178  0.765  1.413  0.000  106.8   12.3   94.5    0.0
 1990 280    60   7.20  21.60  17.70  1.644  1.644  0.635  1.009  0.000  108.4   12.9   95.5    0.0
 1990 281    61  11.50  20.40  13.70  2.491  2.491  1.034  1.457  0.000  110.9   14.0   97.0    0.0
 1990 282    62  23.40  22.30   9.50  4.995  4.995  2.169  2.826  0.000  115.9   16.1   99.8    0.0
 1990 283    63  21.00  22.30  11.30  4.538  4.235  2.065  2.171  0.000  120.1   18.2  102.0    0.0
 1990 284    64   9.00  22.10  14.50  1.986  1.986  0.950  1.036  0.000  122.1   19.1  103.0    0.0
 1990 285    65  25.50  19.40  11.30  5.266  5.266  2.662  2.604  0.000  127.4   21.8  105.6    0.0
 1990 286    66  26.10  21.60   7.60  5.356  5.356  2.803  2.554  0.000  132.8   24.6  108.1    0.0
 1990 287    67  24.80  22.60  11.50  5.320  4.678  2.872  1.806  0.000  137.4   27.5  110.0    0.0
 1990 288    68  25.50  20.10   8.90  5.155  5.155  2.921  2.234  0.000  142.6   30.4  112.2    0.0
 1990 289    69  26.40  20.50   5.00  5.165  4.562  3.019  1.543  0.000  147.1   33.4  113.7    0.0
