*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 14:28:45

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0117 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1987 184     0     0     0     0.0   99.3   16645   76.5   22.8  13.3  16.6  15.1   8.6   4.6   0.0   0.1   0.1   0.0   0.0   0.6   1.3   1.5   1.4   1.4  1.50  1.46  1.45  0.00  0.00    0.55    1.71    0.00    0.00    0.00
 1987 185     1     0     0     0.0   99.9   16645   77.6   22.2  12.6  17.2  15.3   8.7   4.6   0.0   0.1   0.1   0.0   0.0   0.6   1.2   1.4   1.4   1.4  1.51  1.43  1.41  0.00  0.00    1.09    2.83    0.00    0.00    0.00
 1987 186     2     0     0     0.0  100.4   16644   78.9   21.5  13.0  17.3  15.5   8.8   4.7   0.1   0.1   0.2   0.0   0.0   0.3   1.1   1.4   1.3   1.3  1.51  1.40  1.36  0.00  0.00    1.64    4.09    0.00    0.00    0.00
 1987 187     3     0     0     0.0  101.0   16644   80.0   20.9   5.9  16.0  19.1   8.9   4.8   0.1   0.2   0.2   0.0   0.0   0.2   1.0   1.4   1.3   1.3  1.51  1.36  1.32  0.00  0.00    2.21    5.22    0.00    0.00    0.00
 1987 188     4     3     3     0.0  104.5   16643   82.4   22.0   8.7  15.6  19.4   9.0   4.8   0.1   0.2   0.3   0.0   0.0   2.7   1.0   1.4   1.2   1.3  1.52  1.33  1.28  0.00  0.00    2.79    6.11    0.00    0.00    0.10
 1987 189     5     3     3     0.0  105.0   16643   84.5   20.4  10.7  15.7  19.5   9.2   4.9   0.1   0.3   0.3   0.0   0.0   0.6   0.9   1.4   1.2   1.2  1.52  1.30  1.24  0.00  0.00    3.37    8.22    0.00    0.00    0.16
 1987 190     6     3     3     0.0  105.5   16642   85.8   19.7  11.2  15.8  19.6   9.4   5.0   0.1   0.3   0.3   0.0   0.0   0.1   0.9   1.3   1.1   1.2  1.52  1.27  1.20  0.00  0.00    3.95    9.45    0.00    0.00    0.22
 1987 191     7     3     3     0.0  106.0   16642   86.7   19.3  11.3  15.9  19.7   9.5   5.0   0.2   0.4   0.4   0.0   0.0   0.1   0.8   1.3   1.1   1.1  1.52  1.24  1.17  0.00  0.00    4.52   10.41    0.00    0.00    0.25
 1987 192     8     3     3     0.0  106.6   16641   87.6   18.9   4.9  13.2  20.1  12.9   5.1   0.2   0.4   0.4   0.0   0.0   0.0   0.7   1.3   1.1   1.1  1.53  1.21  1.13  0.00  0.00    5.10   11.32    0.00    0.00    0.29
 1987 193     9     3     3     0.0  107.1   16640   88.1   19.0   4.9  13.0  19.7  12.9   5.7   0.2   0.4   0.5   0.0   0.0   0.1   0.8   1.4   1.1   1.1  1.53  1.19  1.10  0.00  0.00    5.67   11.79    0.00    0.00    0.30
 1987 194    10     3     3     0.0  107.7   16640   88.6   19.1   5.0  12.9  19.5  12.9   6.0   0.2   0.5   0.5   0.0   0.0   0.1   0.9   1.5   1.1   1.0  1.53  1.16  1.06  0.00  0.00    6.26   12.33    0.00    0.00    0.33
 1987 195    11     3     3     0.0  108.3   16639   89.4   18.8   5.2  13.0  19.4  12.9   6.2   0.2   0.5   0.5   0.0   0.0   0.1   0.8   1.5   1.1   1.0  1.54  1.13  1.03  0.00  0.00    6.83   13.09    0.00    0.00    0.34
 1987 196    12     3     3     0.0  108.8   16639   90.2   18.7   5.5  13.0  19.5  13.0   6.2   0.2   0.5   0.6   0.0   0.0   0.1   0.7   1.6   1.0   1.0  1.54  1.11  1.00  0.00  0.00    7.42   13.86    0.00    0.00    0.36
 1987 197    13     3     3     0.0  109.4   16638   91.1   18.3   5.9  13.0  19.6  13.1   6.3   0.3   0.6   0.6   0.0   0.0   0.1   0.7   1.6   1.0   1.0  1.54  1.08  0.97  0.00  0.00    8.04   14.81    0.00    0.00    0.38
 1987 198    14     3     3     0.0  109.8   16637   91.9   18.0   6.1  12.9  19.7  13.1   6.4   0.3   0.6   0.6   0.0   0.0   0.1   0.7   1.5   1.0   0.9  1.54  1.06  0.94  0.00  0.00    8.65   15.74    0.00    0.00    0.38
 1987 199    15     3     3     0.0  110.4   16637   92.7   17.7   6.5  12.9  19.8  13.2   6.4   0.3   0.7   0.7   0.0   0.0   0.1   0.6   1.5   0.9   0.9  1.55  1.04  0.91  0.00  0.00    9.24   16.61    0.00    0.00    0.38
 1987 200    16     3     3     0.0  111.0   16636   93.6   17.4   6.8  13.0  19.9  13.2   6.5   0.3   0.7   0.7   0.0   0.0   0.1   0.6   1.5   0.9   0.9  1.55  1.02  0.89  0.00  0.00    9.80   17.44    0.00    0.00    0.39
 1987 201    17     3     3     0.0  111.5   16636   94.3   17.2   7.1  13.0  20.0  13.3   6.6   0.3   0.7   0.7   0.0   0.0   0.1   0.6   1.4   0.9   0.9  1.55  1.00  0.86  0.00  0.00   10.30   18.17    0.00    0.00    0.39
 1987 202    18     3     3     0.0  111.9   16635   94.9   17.0   7.4  12.9  20.1  13.3   6.6   0.4   0.7   0.8   0.0   0.0   0.1   0.6   1.4   0.9   0.9  1.55  0.98  0.84  0.00  0.00   10.72   18.81    0.00    0.00    0.39
 1987 203    19     3     3     0.0  112.3   16635   95.5   16.8   7.7  12.9  20.1  13.3   6.7   0.4   0.8   0.8   0.0   0.0   0.1   0.6   1.4   0.9   0.8  1.56  0.96  0.81  0.00  0.00   11.10   19.39    0.00    0.00    0.40
 1987 204    20     3     3     0.0  112.6   16635   96.1   16.6   6.2  13.5  20.4  13.4   6.7   0.4   0.8   0.8   0.0   0.0   0.1   0.5   1.4   0.8   0.8  1.56  0.94  0.79  0.00  0.00   11.46   19.95    0.00    0.00    0.40
 1987 205    21     3     3     0.0  113.0   16634   96.6   16.4   4.5  12.1  21.0  14.1   6.9   0.4   0.8   0.8   0.0   0.0   0.1   0.6   1.3   0.8   0.8  1.56  0.92  0.77  0.00  0.00   11.84   20.44    0.00    0.00    0.40
 1987 206    22     3     3     0.0  113.4   16634   96.9   16.5   4.5  12.0  20.6  14.0   7.4   0.5   0.9   0.9   0.0   0.0   0.1   0.6   1.4   0.9   0.8  1.56  0.91  0.75  0.00  0.00   12.30   20.81    0.00    0.00    0.40
 1987 207    23     3     3     0.0  114.0   16633   97.2   16.8   3.4  11.0  20.0  14.8   7.9   0.6   0.9   0.9   0.0   0.0   0.1   0.7   1.5   0.9   0.8  1.58  0.89  0.73  0.00  0.00   12.82   21.10    0.00    0.00    0.41
